orbis_name,id,original_orbis_name,kununu_name,kununu_id,original_kununu_name,match_type,Unnamed: 0
ds destination solutions gmbh,376831183,ds destination solutions gmbh,ds destination solutions gmbh,35f6761e-8b06-4a48-bae9-3700418d96dd,ds destination solutions gmbh,exact_match,
ironmaxx nutrition gmbh,164343318,ironmaxx nutrition gmbh,ironmaxx nutrition gmbh,fb79bebd-f25b-4879-9823-beed1b6ee0cc,ironmaxx nutrition gmbh,exact_match,
sequatec stp precision components gmbh,170209966,sequatec stp precision components gmbh,sequatec stp precision components gmbh,9f530cbb-81c6-469d-86e0-d1367963d479,sequatec stp precision components gmbh,exact_match,
get in gmbh,164343013,get in gmbh,get in gmbh,e18e2a08-3824-48cd-a6a9-ca317e55e358,get in gmbh,exact_match,
njoy online marketing gmbh,170210129,njoy online marketing gmbh,njoy online marketing gmbh,c0f18579-99ca-47db-986a-89486750102c,njoy online marketing gmbh,exact_match,
dotfly gmbh,169418657,dotfly gmbh,dotfly gmbh,a0187655-a00f-4b5f-a47f-90d94499fa1e,dotfly gmbh,exact_match,
deutsche leibrenten grundbesitz ag,160214519,deutsche leibrenten grundbesitz ag,deutsche leibrenten grundbesitz ag,3ef6cc87-9d0c-4d9c-b8bf-856da1a73e15,deutsche leibrenten grundbesitz ag,exact_match,
livica gmbh,161281572,livica gmbh,livica gmbh,aef53a73-baf0-4b5f-8516-6e634cbadc9a,livica gmbh,exact_match,
house of yas gmbh,173571514,house of yas gmbh,house of yas gmbh,13c86714-8832-4fcd-ba73-4a9bc684f264,house of yas gmbh,exact_match,
mediafix gmbh,151789695,mediafix gmbh,mediafix gmbh,6b386dba-043a-4ab6-9d4f-102f80fb2391,mediafix gmbh,exact_match,
studydrive gmbh,157725186,studydrive gmbh,studydrive gmbh,f2d949c9-2a7c-43f0-bd5e-aa8eb01c091f,studydrive gmbh,exact_match,
talentsconnect ag,157725087,talentsconnect ag,talentsconnect ag,ce960b7a-46f5-4054-85c8-dc4d409e6eb7,talentsconnect ag,exact_match,
fundp stock solution gmbh,158726777,fundp stock solution gmbh,fundp stock solution gmbh,efad107b-201d-4495-a687-99458e2922ad,fundp stock solution gmbh,exact_match,
mongodb deutsche gmbh,158726710,mongodb deutsche gmbh,mongodb deutsche gmbh,00d4eba4-a68c-4d1f-bca7-5ce1d84af3d5,mongodb deutsche gmbh,exact_match,
r schmitt enertec gmbh,158727440,r schmitt enertec gmbh,r schmitt enertec gmbh,e77b85ff-3c03-4626-8bd6-9232a97ff4ab,r schmitt enertec gmbh,exact_match,
zeittrans gmbh,156602991,zeittrans gmbh,zeittrans gmbh,3d516e64-9634-47ab-aaba-f3632f83323b,zeittrans gmbh,exact_match,
greator gmbh,155342587,greator gmbh,greator gmbh,e05eb7db-2f38-4eed-bcb7-9254be88c96c,greator gmbh,exact_match,
convidera gmbh,156602579,convidera gmbh,convidera gmbh,00a3b16f-416c-454c-9dfe-5eeb9b7b9ea5,convidera gmbh,exact_match,
homeday gmbh,156605063,homeday gmbh,homeday gmbh,2cc2f38c-fd09-413f-aced-9fe161c57d70,homeday gmbh,exact_match,
crowdfox gmbh,189589052,crowdfox gmbh,crowdfox gmbh,bd883b7c-215f-4a15-905c-a1a50790ae93,crowdfox gmbh,exact_match,
appmatics gmbh,178132644,appmatics gmbh,appmatics gmbh,6ec750c5-e30b-4f56-b40a-9268e38e6670,appmatics gmbh,exact_match,
dtb deutsche technikberatung gmbh,199018776,dtb deutsche technikberatung gmbh,dtb deutsche technikberatung gmbh,4848689f-9fb4-48a9-8a9f-527c19188d97,dtb deutsche technikberatung gmbh,exact_match,
yamato scale gmbh,2569536,yamato scale gmbh,yamato scale gmbh,b5f70bad-500c-4e26-b372-84acd457f4c4,yamato scale gmbh,exact_match,
interface deutschland gmbh,2569680,interface deutschland gmbh,interface deutschland gmbh,7376df4b-cfbf-43d2-a99e-f55c30663ca2,interface deutschland gmbh,exact_match,
wfk cleaning technology institute ev,192755108,wfk cleaning technology institute ev,wfk cleaning technology institute ev,f87cf9cf-6911-44c1-aec3-05c961174b8e,wfk cleaning technology institute ev,exact_match,
hagen grote gmbh,2569218,hagen grote gmbh,hagen grote gmbh,f82f9b7d-77b6-415b-ae49-f11da401017e,hagen grote gmbh,exact_match,
evva sicherheitstechnik gmbh,2569284,evva sicherheitstechnik gmbh,evva sicherheitstechnik gmbh,b0671e62-d0fb-4d24-83f5-e19cf0092515,evva sicherheitstechnik gmbh,exact_match,
rocholl garten landschafts sportplatz und tiefbau gmbh,2569058,rocholl garten landschafts sportplatz und tiefbau gmbh,rocholl garten landschafts sportplatz und tiefbau gmbh,711f85c7-9e9c-4d20-bdd9-175e9ee9c24a,rocholl garten landschafts sportplatz und tiefbau gmbh,exact_match,
kf design gmbh,2569402,kf design gmbh,kf design gmbh,0804b57f-2dd4-4275-8e3a-d6be3ad2e271,kf design gmbh,exact_match,
hks informatik gmbh,2569333,hks informatik gmbh,hks informatik gmbh,ef1965c1-40c8-4b8b-a9d6-f03478ed14dc,hks informatik gmbh,exact_match,
tauw gmbh,2570477,tauw gmbh,tauw gmbh,b1c3220b-d7f1-47ed-9a58-7ff4564af63e,tauw gmbh,exact_match,
sol deutschland gmbh,2569881,sol deutschland gmbh,sol deutschland gmbh,006007d6-d7ad-4c2f-8236-e825bb226b4b,sol deutschland gmbh,exact_match,
arden automobilbau gmbh,2570197,arden automobilbau gmbh,arden automobilbau gmbh,10c062a7-0bee-442d-9165-ee083de1d35f,arden automobilbau gmbh,exact_match,
hospitaltechnik planungsgesellschaft mbh,2569000,hospitaltechnik planungsgesellschaft mbh,hospitaltechnik planungsgesellschaft mbh,49affcce-e2cd-417f-bf8d-5ac867151526,hospitaltechnik planungsgesellschaft mbh,exact_match,
meyer logistics gmbh,2568852,meyer logistics gmbh,meyer logistics gmbh,b30b1786-bafe-47b4-8825-8ccec325c1a3,meyer logistics gmbh,exact_match,
topcon deutschland medical gmbh,9292810,topcon deutschland medical gmbh,topcon deutschland medical gmbh,9d00156f-d79e-4e66-bec0-807efde9713f,topcon deutschland medical gmbh,exact_match,
rheingetriebe gmbh,2568310,rheingetriebe gmbh,rheingetriebe gmbh,cf437824-0839-4a38-857c-501a39789894,rheingetriebe gmbh,exact_match,
lutz bongen gmbh,2568288,lutz bongen gmbh,lutz bongen gmbh,eed240e9-ed7f-490f-abba-1c525cd49ca5,lutz bongen gmbh,exact_match,
wellkistenfabrik fritz peters gmbh und co kg,2568378,wellkistenfabrik fritz peters gmbh und co kg,wellkistenfabrik fritz peters gmbh und co kg,55945f3b-0153-4cd6-84dc-29a68f91ec5a,wellkistenfabrik fritz peters gmbh und co kg,exact_match,
hell gmbh und co kg,2568339,hell gmbh und co kg,hell gmbh und co kg,3d399acc-548c-4541-bc91-a3d98d8bd15d,hell gmbh und co kg,exact_match,
arca regler gmbh,2568330,arca regler gmbh,arca regler gmbh,f5c9e5b7-cf6d-4f62-9704-a7bafc9d5642,arca regler gmbh,exact_match,
iss pluralis gmbh,9292866,iss pluralis gmbh,iss pluralis gmbh,cfbf3bbb-5d5d-4de3-abd4-88e4ed1182ae,iss pluralis gmbh,exact_match,
car service erkens gmbh,9292849,car service erkens gmbh,car service erkens gmbh,b6bf2680-c7f9-41c3-8ea1-499ac7ca5e2f,car service erkens gmbh,exact_match,
ues ag,9292857,ues ag,ues ag,b2f90c1f-eb67-4a2d-b279-30f844d4c2c9,ues ag,exact_match,
inwerk gmbh,9292896,inwerk gmbh,inwerk gmbh,ca523d5e-71a6-4c29-b768-7d411ad5f31f,inwerk gmbh,exact_match,
athlon germany gmbh,2571997,athlon germany gmbh,athlon germany gmbh,8135b98a-2dac-41e7-8c9e-f42464a2aecd,athlon germany gmbh,exact_match,
schwing technologies gmbh,7467007,schwing technologies gmbh,schwing technologies gmbh,5e04d2dd-ccde-48ec-aa1f-be2a5c54fc06,schwing technologies gmbh,exact_match,
make ready gmbh,48979228,make ready gmbh,make ready gmbh,d9a3a6f2-e5e8-46e5-8a90-9c09381f40a9,make ready gmbh,exact_match,
derda verpackung und logistik gmbh,57043653,derda verpackung und logistik gmbh,derda verpackung und logistik gmbh,46d6d451-28cb-4779-af10-a5f0602d600f,derda verpackung und logistik gmbh,exact_match,
kahl schwerlast gmbh,15761996,kahl schwerlast gmbh,kahl schwerlast gmbh,7bc4ef14-7a54-4d22-9144-4fa5878413cb,kahl schwerlast gmbh,exact_match,
niemann frey gmbh,9631496,niemann frey gmbh,niemann frey gmbh,a545bf59-7d09-467b-94cd-113cddaf8f5a,niemann frey gmbh,exact_match,
protection one gmbh,9292918,protection one gmbh,protection one gmbh,432a4e48-20bb-4261-bb1f-6bbc6636502e,protection one gmbh,exact_match,
viaonline gmbh,2571346,viaonline gmbh,viaonline gmbh,f8ca278c-3641-446d-a25f-973674c773dc,viaonline gmbh,exact_match,
joint analytical systems gmbh,49075435,joint analytical systems gmbh,joint analytical systems gmbh,a843d002-8e18-4a2c-a9c6-24de01ecf43e,joint analytical systems gmbh,exact_match,
pmatools ag,2570730,pmatools ag,pmatools ag,e4af80cb-e902-4b6b-a293-3a9774fffaa6,pmatools ag,exact_match,
hein lehmann gmbh,2570632,hein lehmann gmbh,hein lehmann gmbh,77588551-e587-4c2f-8f68-c49eecf5a8c7,hein lehmann gmbh,exact_match,
gel express logistik gmbh,2570697,gel express logistik gmbh,gel express logistik gmbh,3b43b4f6-8c4f-4e8f-b886-f51d3c2517d7,gel express logistik gmbh,exact_match,
vytal global gmbh,475437174,vytal global gmbh,vytal global gmbh,e55c7d7d-1de7-4046-9a92-386083fe5aea,vytal global gmbh,exact_match,
digooh media gmbh,404566203,digooh media gmbh,digooh media gmbh,ca3429e3-5062-44f7-8135-02671c9b3f01,digooh media gmbh,exact_match,
loadbee gmbh,156618142,loadbee gmbh,loadbee gmbh,9e8ba9d0-893b-433d-acbc-65aebdfaebce,loadbee gmbh,exact_match,
silberform ag,84664972,silberform ag,silberform ag,b7029aaf-8f40-4ef4-b5bc-a37ad4133236,silberform ag,exact_match,
gruner deutschland gmbh,156617989,gruner deutschland gmbh,gruner deutschland gmbh,0dbc77df-3c37-46eb-9965-0e73ce75b87a,gruner deutschland gmbh,exact_match,
ittem gmbh,84664974,ittem gmbh,ittem gmbh,8a4290b0-03d1-4079-92f2-e069f14142ee,ittem gmbh,exact_match,
pcall gmbh und co kg,161285352,pcall gmbh und co kg,pcall gmbh und co kg,53fce96c-f0f5-4655-ad22-2c97d6e312fd,pcall gmbh und co kg,exact_match,
iks engineering gmbh,98256278,iks engineering gmbh,iks engineering gmbh,6f607a3d-3b29-4ff7-bde8-46209f6cb97c,iks engineering gmbh,exact_match,
novacon powertrain gmbh,98256268,novacon powertrain gmbh,novacon powertrain gmbh,24683248-6937-4517-8884-9679aaafc425,novacon powertrain gmbh,exact_match,
aac praxisberatung ag,157727723,aac praxisberatung ag,aac praxisberatung ag,ab4c852b-6965-49b7-a1c3-5e93ce8df98a,aac praxisberatung ag,exact_match,
birk kg,175138254,birk kg,birk kg,5616e473-abc7-496d-8421-983f7a9d1a8e,birk kg,exact_match,
schmid alutec gmbh und co kg,177505204,schmid alutec gmbh und co kg,schmid alutec gmbh und co kg,601cb2e8-1ade-4c0d-b604-f021d65e4efc,schmid alutec gmbh und co kg,exact_match,
nash technologies germany gmbh,81963678,nash technologies germany gmbh,nash technologies germany gmbh,9e9e8ef9-f7d7-4bbe-af54-26607ede60c9,nash technologies germany gmbh,exact_match,
anydesk software gmbh,187073889,anydesk software gmbh,anydesk software gmbh,e97b950a-f3ec-43c7-a6b0-7403e958e523,anydesk software gmbh,exact_match,
kdh gmbh,164348397,kdh gmbh,kdh gmbh,3afaf2c0-19dc-4b68-964b-4ecc791fcfcb,kdh gmbh,exact_match,
bcm solutions gmbh,83997885,bcm solutions gmbh,bcm solutions gmbh,d3ce58ae-3ac9-4b6c-9390-57cdd247fe5c,bcm solutions gmbh,exact_match,
von helden und gestalten gmbh,83009446,von helden und gestalten gmbh,von helden und gestalten gmbh,20e30258-0c41-4e4e-b30f-045d9b477b2d,von helden und gestalten gmbh,exact_match,
kelch gmbh,83008990,kelch gmbh,kelch gmbh,c7abbd7e-04da-4ef7-b82d-337d30b8113f,kelch gmbh,exact_match,
svh handelsgmbh,173615418,svh handelsgmbh,svh handelsgmbh,6fe67a66-8e8b-4908-bd54-6927b2b4f63f,svh handelsgmbh,exact_match,
fischer engineeringservice gmbh,83009172,fischer engineeringservice gmbh,fischer engineeringservice gmbh,e19ae8aa-3995-44a0-ab5c-e8ee55d31e50,fischer engineeringservice gmbh,exact_match,
pflegewerk gmbh,129503271,pflegewerk gmbh,pflegewerk gmbh,a08a369b-ffdb-4898-b561-8386b8626905,pflegewerk gmbh,exact_match,
kemmler electronic gmbh,125658056,kemmler electronic gmbh,kemmler electronic gmbh,b4244219-3dfc-4183-aa59-05361bbcd6d4,kemmler electronic gmbh,exact_match,
peta deutschland ev,193000957,peta deutschland ev,peta deutschland ev,ecfc8e6b-2626-4ff4-9c6a-737260d06649,peta deutschland ev,exact_match,
brandwatch gmbh,114048742,brandwatch gmbh,brandwatch gmbh,fdd75933-f3d5-42d4-b951-8c90d0af1e0a,brandwatch gmbh,exact_match,
empalis consulting gmbh,114048818,empalis consulting gmbh,empalis consulting gmbh,e714766f-b3b4-413d-82dc-92b9e8a177fe,empalis consulting gmbh,exact_match,
softwareinmotion gmbh,115104497,softwareinmotion gmbh,softwareinmotion gmbh,928024fd-3bcf-4a57-a4d6-7edd99be1bac,softwareinmotion gmbh,exact_match,
infoniqa deutschland gmbh,114048449,infoniqa deutschland gmbh,infoniqa deutschland gmbh,62d00930-e4fa-4c6c-9040-3e7f2726e2ee,infoniqa deutschland gmbh,exact_match,
ingenieurgesellschaft hetzel mbh und co kg,125851375,ingenieurgesellschaft hetzel mbh und co kg,ingenieurgesellschaft hetzel mbh und co kg,b37e4fd6-94c6-4630-83f6-ec9db45c4218,ingenieurgesellschaft hetzel mbh und co kg,exact_match,
optiper gmbh berlin,129502469,optiper gmbh berlin,optiper gmbh berlin,2006f9f2-76c6-43aa-9060-a63a7eac3eb6,optiper gmbh berlin,exact_match,
sprintus gmbh,73202863,sprintus gmbh,sprintus gmbh,4c5b4c8c-0ad4-4325-9704-30511c8f99f7,sprintus gmbh,exact_match,
php rechtsanwaltsgesellschaft mbh,125440720,php rechtsanwaltsgesellschaft mbh,php rechtsanwaltsgesellschaft mbh,058c0651-7510-4720-9ede-917330d89072,php rechtsanwaltsgesellschaft mbh,exact_match,
gt people work gmbh,98658283,gt people work gmbh,gt people work gmbh,09c93b73-dac3-4c4c-8447-4823b4df593a,gt people work gmbh,exact_match,
inoclad engineering gmbh,147907535,inoclad engineering gmbh,inoclad engineering gmbh,ad424765-e1aa-4e49-a818-148f22d42628,inoclad engineering gmbh,exact_match,
offina personalmanagement gmbh,136156908,offina personalmanagement gmbh,offina personalmanagement gmbh,0ecfed16-f89e-4bc6-872d-833190bc5b2b,offina personalmanagement gmbh,exact_match,
pensum med gmbh,108686852,pensum med gmbh,pensum med gmbh,ac9e64b4-92bc-419b-aa11-859bd5767685,pensum med gmbh,exact_match,
piline services gmbh und co kg,137513116,piline services gmbh und co kg,piline services gmbh und co kg,4b35ef64-5248-400f-8db8-00adaf18a82c,piline services gmbh und co kg,exact_match,
smart digital gmbh,108686891,smart digital gmbh,smart digital gmbh,03576c4b-b121-4d49-880f-a310a6c497b1,smart digital gmbh,exact_match,
etimark gmbh und co kg,142011793,etimark gmbh und co kg,etimark gmbh und co kg,740f808f-dbd9-4e2a-8b6e-dbe72fb36ee6,etimark gmbh und co kg,exact_match,
instagrid gmbh,377091333,instagrid gmbh,instagrid gmbh,8600e941-e585-4e55-9860-84775c9cc694,instagrid gmbh,exact_match,
vialytics gmbh,384982492,vialytics gmbh,vialytics gmbh,58f69552-7f14-4d80-b03b-6e0a5265ec42,vialytics gmbh,exact_match,
toll betreuung und pflege gmbh,322698743,toll betreuung und pflege gmbh,toll betreuung und pflege gmbh,10632801-cfa8-4266-8d52-eb1e26fb98b0,toll betreuung und pflege gmbh,exact_match,
daimler truck ag,370624955,daimler truck ag,daimler truck ag,ea8b0842-9646-4d10-bfa6-e6c48c8ccac5,daimler truck ag,exact_match,
iodigitalsolutions gmbh,369562258,iodigitalsolutions gmbh,iodigitalsolutions gmbh,30873b7c-e267-4810-a586-df135efb1b85,iodigitalsolutions gmbh,exact_match,
dog dokumentation ohne grenzen gmbh,464687556,dog dokumentation ohne grenzen gmbh,dog dokumentation ohne grenzen gmbh,233141ce-08f3-433e-a7fe-28709a611018,dog dokumentation ohne grenzen gmbh,exact_match,
hummel systemhaus gmbh und co kg,469617586,hummel systemhaus gmbh und co kg,hummel systemhaus gmbh und co kg,29d432e4-8e9d-4379-961e-9df338a91813,hummel systemhaus gmbh und co kg,exact_match,
farasis energy europe gmbh,403227711,farasis energy europe gmbh,farasis energy europe gmbh,5c188cdf-4e08-47dc-97f3-e77a59189ad9,farasis energy europe gmbh,exact_match,
heinrich taxis baustoffe fliesen haustechnik gmbh,394094165,heinrich taxis baustoffe fliesen haustechnik gmbh,heinrich taxis baustoffe fliesen haustechnik gmbh,3c9e466b-489f-40f9-a488-8ab706c1c5d8,heinrich taxis baustoffe fliesen haustechnik gmbh,exact_match,
dundb audiotechnik gmbh und co kg,416132048,dundb audiotechnik gmbh und co kg,dundb audiotechnik gmbh und co kg,d3d65c03-71d7-4c45-99d5-e506262f29fd,dundb audiotechnik gmbh und co kg,exact_match,
mhz hachtel gmbh und co kg,412031942,mhz hachtel gmbh und co kg,mhz hachtel gmbh und co kg,2984bdc7-f9b6-416c-96b5-9162cd3cc493,mhz hachtel gmbh und co kg,exact_match,
magnetic sense gmbh,410321531,magnetic sense gmbh,magnetic sense gmbh,27bd67be-de7b-4dcf-81e3-6ab8ce9d522d,magnetic sense gmbh,exact_match,
storage24 verwaltungs und expansionsgesellschaft mbh,249389788,storage24 verwaltungs und expansionsgesellschaft mbh,storage24 verwaltungs und expansionsgesellschaft mbh,1764288d-86b5-4a39-9b1f-0e8db1467bb9,storage24 verwaltungs und expansionsgesellschaft mbh,exact_match,
scope architekten gmbh,263140973,scope architekten gmbh,scope architekten gmbh,1fe8e406-00ad-4eca-b9ea-919db0e1d904,scope architekten gmbh,exact_match,
infactory deutschland gmbh,309630538,infactory deutschland gmbh,infactory deutschland gmbh,a5e795ab-e34d-43e3-921f-534d9bead6ac,infactory deutschland gmbh,exact_match,
steinbeis 2i gmbh,306545361,steinbeis 2i gmbh,steinbeis 2i gmbh,bf141412-a253-4e0b-9f05-acb3baf1478c,steinbeis 2i gmbh,exact_match,
zoi techcon gmbh,313243559,zoi techcon gmbh,zoi techcon gmbh,7d5ee434-53f9-4cd2-8d14-cf04a5e03920,zoi techcon gmbh,exact_match,
dr ellwanger und kramm versicherungsmakler gmbh und co kg,314787919,dr ellwanger und kramm versicherungsmakler gmbh und co kg,dr ellwanger und kramm versicherungsmakler gmbh und co kg,405ab457-80f8-4dcb-b932-b54db92b51be,dr ellwanger und kramm versicherungsmakler gmbh und co kg,exact_match,
dispendix gmbh,300660297,dispendix gmbh,dispendix gmbh,3464ace5-ccc3-457d-9c4d-66d3dc483cb7,dispendix gmbh,exact_match,
bhc gmbh,263692837,bhc gmbh,bhc gmbh,3bb9bd46-d561-4b9c-9207-6c44fec74491,bhc gmbh,exact_match,
comundus regisafe gmbh,291329421,comundus regisafe gmbh,comundus regisafe gmbh,be014916-658a-408d-be24-fc7fb9c35421,comundus regisafe gmbh,exact_match,
gawronski gmbh,2738302,gawronski gmbh,gawronski gmbh,c8b96109-a186-43ba-bf0d-80751ee298bf,gawronski gmbh,exact_match,
mosaiq gmbh,2738353,mosaiq gmbh,mosaiq gmbh,ea97dcdf-9199-4c4d-9444-957fdf202593,mosaiq gmbh,exact_match,
pets nature gmbh,6548779,pets nature gmbh,pets nature gmbh,8aefa835-cf30-49d8-8b9a-f48f8219370f,pets nature gmbh,exact_match,
feinwerktechnik otto harrandt gmbh,2738494,feinwerktechnik otto harrandt gmbh,feinwerktechnik otto harrandt gmbh,9258808b-c253-447a-8087-de7b34ac75c8,feinwerktechnik otto harrandt gmbh,exact_match,
bertsch innovation gmbh,2738438,bertsch innovation gmbh,bertsch innovation gmbh,94a789c5-0948-4505-a3da-510e3aad9754,bertsch innovation gmbh,exact_match,
selecta klemm gmbh und co kg,2737923,selecta klemm gmbh und co kg,selecta klemm gmbh und co kg,d5a36e4f-ca73-4cb4-b9e1-d61d4b2baad9,selecta klemm gmbh und co kg,exact_match,
beflex electronic gmbh,2738106,beflex electronic gmbh,beflex electronic gmbh,283955b3-03bb-4c3f-89f2-f1e42febdf43,beflex electronic gmbh,exact_match,
mader gmbh und co kg,2738851,mader gmbh und co kg,mader gmbh und co kg,bedde30c-5210-4d0b-b7ac-c482023d96e2,mader gmbh und co kg,exact_match,
fact gmbh efacilities solutions,2739042,fact gmbh efacilities solutions,fact gmbh efacilities solutions,1e9e16e8-b04b-4c4e-a0e4-361f1048f41c,fact gmbh efacilities solutions,exact_match,
xtronic gmbh,2739037,xtronic gmbh,xtronic gmbh,783304e5-0dc1-4e2b-a359-19baeda27966,xtronic gmbh,exact_match,
backhaus zoller gmbh und co kg,2736956,backhaus zoller gmbh und co kg,backhaus zoller gmbh und co kg,1a4052aa-d1b7-49bf-9c1b-29e9264c774a,backhaus zoller gmbh und co kg,exact_match,
sl rasch gmbh special und lightweight structures,2737660,sl rasch gmbh special und lightweight structures,sl rasch gmbh special und lightweight structures,cd90ba3d-49b9-4e06-9bc4-65158f0e74c3,sl rasch gmbh special und lightweight structures,exact_match,
reinert kunststofftechnik gmbh und co kg,2737658,reinert kunststofftechnik gmbh und co kg,reinert kunststofftechnik gmbh und co kg,53165a6a-273f-4470-bc9b-dc0567e432bf,reinert kunststofftechnik gmbh und co kg,exact_match,
in2p gmbh,2737655,in2p gmbh,in2p gmbh,bddfd366-4c5f-4b16-974b-d9439c439fe4,in2p gmbh,exact_match,
merath metallsysteme gmbh,2737825,merath metallsysteme gmbh,merath metallsysteme gmbh,ab4721a9-0f25-440e-9d63-70d9a671619d,merath metallsysteme gmbh,exact_match,
evangelische diakonieschwesternschaft herrenbergkorntal ev,192996584,evangelische diakonieschwesternschaft herrenbergkorntal ev,evangelische diakonieschwesternschaft herrenbergkorntal ev,6b7a3ee0-c590-4620-a649-573bd7a1faca,evangelische diakonieschwesternschaft herrenbergkorntal ev,exact_match,
almato ag,2737318,almato ag,almato ag,f2b2c48f-9a00-4047-8cff-c848ccb4e36c,almato ag,exact_match,
ramsperger automobile gmbh und co kg,2737527,ramsperger automobile gmbh und co kg,ramsperger automobile gmbh und co kg,11114005-e472-41fc-966e-d909749d757d,ramsperger automobile gmbh und co kg,exact_match,
adcubum deutschland gmbh,7598094,adcubum deutschland gmbh,adcubum deutschland gmbh,dd2a6927-de2f-4e79-b94b-518f240c4c93,adcubum deutschland gmbh,exact_match,
